commentText,sentiment
waiting 2 weeks speak doctor day expecting call doctor received call someone surgery saying ’ going speak,negative
appointment today gp never seen complaints werent life threatening emergency gp say needed bloods hoping would explain symptoms work done appointment ie bp even though mentioned tablets told would rebook bloods done get till 8th april system poor say least gp always got bloods done sent previously causing unnecessary worry deal symptoms longer without knowing outcomes poor service poor sometimes change isnt good necessity,negative
going walk centre told go doctors dont blood tests couldnt get appointment weeks receptionist giggled saying would probably feeling better cant see patients weeks still taking new patients totally disgusted,negative
tried three days running starting call 759am hanging getting call back every day ’ told appointments left make appointments person surgery longer allow appointment booking online tell enough gps says still taking new patients hideous service people dying people going long diagnosis something must done,negative
3 bad experiences inefficient receptionists send prescriptions local pharmacy requested recent experience actually surgery said prescription sent answer yes went pharmacy said received told frequently forget press send button frequent occurrence phoned surgery ask receptionist rude considering condition suffering made spend 1212 minutes hold saying sorry keeping whilst outside pharmacy asked sent told within next hour two also surgery receptionist said prescriptions take 5 days said dont think urgent told repeat ones say made clear point receptionist kind consideration apologize kept saying like attitude considering severe pain discomfort suffering sure would exactly doctors nurses nice helpful surgery shame said issue endured eventually get medication go home go later,negative
practice charing cross hospital frequently seems move rather unhelpful signage pointing need go present appear cupboard back hospital behind lifts waiting area gloomy dated mix old new chairs recycled areas nhs booking appointments chore either telephone hope get attend person online booking seems disabled despite previously option us use telephone voice calls presents challenge good luck getting day appointment urgent matter recently present ae around corner medication couldnt get appointment day receptionists seem disinterested work bordering obstructiveshort times depending get something frankly needs change also like complain colleagues telephone front patients current location meant waiting could hear consultation another patient door issue privacy nurses doctors encountered though nothing friendly helpful praised enough dont try rush patients door listen pros friendly clinical staff cons disinteresteddispondent receptionists past quite nosy want appointment gloomydark surroundings general feeling dilapidation surgery charing cross poor sound control would recommend practice new registrations reason able changing another pain rear get appointments booked,negative
drs okay actually impossible get seen done put appointment time slots patient access app youre longer able phone appointment meant use website website basically always temporarily unavailable get appointment peoples health constantly undermined,negative
good advice receptionist already spoken manager going listen phone calls still response,negative
thought things would change new bigger building staff however worse repeatedly calling 801 morning getting line busy please try finally get queue 830 told voicemail available appointments common theme get get appointment love money reiterate previous review doctors great getting see,negative
communication system practice shreds impossible access via phone online system deeply concerned greater health needs rely practice seen,negative
pharmacy2u get meds via prescription yet every time due renewal takes age approved gp last one thus far waiting nearly 2 weeks still sign meds prescribed need meds gp practice 100 useless clear aint getting meds cant even get phone line ask utter disgrace blocked meds basic means communication functioning aka telephone line,negative
recently moved birtley opted use bmg ive ongoing health issues since october coughing chest infections ive tried twice book appointment avail every time blocked told call morning appointment day doctors case utterly ridiculous due work life drop everything day doctors flexible gave appointment options phone moving doctors another far far worst unaccommodating doctors surgery dealt still ill without help support logging 2 x econsults stating call next day 7am appointment,negative
seen nurse sidings today absolutely horrible start consultation printed letter shoved nose accusing missing appointment consultant true evidenced second page letter apologise dismissive health complaints told quiet could could type offer help actual problem today simply decided write consultant passing buck enquired could least bloods anything else help waiting see consultant take months walked towards door opened saying people see told leave disclosing medical info front patients waiting outside door suffer multiple chronic longterm conditions care various consultants however unwell theres one else go gp surgery seems care management patients long term conditions appalling sidings,negative
went practice book appointment told cant need call morning tried call monday morning 8am told dont appointment available day take day appointment girl phone sounded rude unprofessional helpful change practice,negative
ftf reception receptionist que patients bless helpful patients saint prebookable gp appts even weeks ahead trying months see gp hope call 8 job answering calls 8am emerg 111 pharmacy good think need look changing practice sad work living able call 8am think need look better system appointments gps,negative
appointment 930 925 receptionist check waited called nurse ive waited 943 knocked nurse door patient inside told see need back work told im late said waiting 925 receptionist nobody called name told book another apointment following week work 6 days week hard find cover take time let upset lack professionalism,negative
getting appointment hard work even stressful working person supposed phone phone phone even try get queue absolute joke system needs change worrying taking new patients ’ bleeding back passage six days contacted 111 via app asked call back good happened within hour consulting department details symptoms nurse told try contact doctors 😂 back square 1,negative
online booking system flexible one often needs wait 34 days able seen anyone lack flexibility full time employment individuals take day seen doctor,negative
feeling really poorly used patchs try get appointment seemed going well offered appointment sent reply except appointment let family member know work get surgery told ’ appointmentits joke nobody knows run surgery time mistakes years admin team wonderful gone wrong patient care things need changing,negative
reception gives incorrect information receptionist told go pharmacy without seeing doctor took time work go pharmacy said completely wrong required doctor prescription check care patients time,negative
admitted hospital discharged experienced problems called 111 attending ae advised make urgent appointment following day gp called haxby group practice first thing make appointment said would speak gp touch received text 1530 say case priority would receive appointment 36 weeks called stress discomfort medication take ease advised call 111 said call gp per previous day called told doctor would touch called advised doctor said wasnt priority attended chemist prescribed painsymptom relief 2 weeks later still waiting call back chased received text say appointment made weeks time cancelled moving alternative practice hgp said complain see point dont believe change anything,negative
trying speak greenmount practice telephone rang today 1215 hold 30 minutes receive information 30th queue tried 1330 hold 30 mins still 30th queue access internet expected even speak receptionist let alone gp,negative
told consultant see gp asked 3 times time asked resubmit patches reception still response assessed triage believe seeing consultant get gp say taking new patients cant even deal ones got,negative
near impossible get appointment eventually gp dismissive uncaring preferring talk allow talk unhelpful uncaring,negative
someone new area needing register gp mainly access repeat prescription incredibly disheartening repeatedly told way could make new patient appointment ring 8am day even surgery got response asked could make appointment advance told ’ possible way could get appointment ring 8am day hope appointments available meant delay receiving important repeat prescription impact mental health since made application switch gps disappointed ’ able get past reception speak doctor,negative
rubbish thinking registering else gave nothing problems refused give new inhalers currently annoyed happens fault 💯🙌,negative
family worst experience gp practice previously surgery called brayford square ’ never previously issues brayford square everyone helpful always appointments available ever since moved city square medical group worst experience ever gp ’ unqualified reception staff rude impolite practice joke always long waiting hours phone person plus appointments available ’ understand bother keeping practice open never able provide appointments completed numerous online consultations heard gp never heard back ’ actual time waste even online consultation process lie appointments available maybe keep ’ sure ’ bother registering gp ’ probably never ever seen ’ time waste ’ waiting number 1 list hour see gp reception staff chatting away called regarding lump leg emergency appointment said appointments available call morning 8 following week much pain went ae friday surgery discharged monday told doctor gp arrange dressing changed 48 hours called arrange said nothing available call back wednesday called wednesday 8 say nothing available really needed dressing changed reception told would call back speaking nurse call back tell available appointments told go ae told go back ae wait ridiculous hours dressing change given gp could repeat go ae despite telling helpful found kind rude overall joke practice needs closed whole rebrand new receptionists gp ’ nurses,negative
surgery 10 minute appointment doctor rush try get within less 5 minutes turn late make excuses saying ’ nothing personally services date end booking appointment someone available multiple times try call queue long probably system date hang reception extremely unhelpful lie doctors differing opinions nurses unfriendly terrible practice,negative
gp changed business fish chips shop least know wait 15 min get order never able get appointment get hold usual answer fully booked please try tomorrow try call thenext day answers go circle,negative
poor practice never get answer phones always queue upto hour half told appointments left someone works every day frustrating,negative
trying see gp ever called gp sugary keep dizzy fainty episodes serious headaches wanting vomit heart bitting fast recipients would give emergency appointment told symptoms dont come emergency ever time call gp practice book appointment receptionists want tell exactly suffering time embarrassing explain condition recipients know dr times ask husband book appointments never question refuse give appointments recipients shouldnt pretend drs suffer autoimmune disease quite debilitating sometimes 😔 waiting see gp 4 5 weeks right hospital emergency full people like,negative
worst surgery keep refusing access get medical records even though website says otherwise catchment area practically whole swindon thats us right near surgery cant get appointment find doctors really good receptionists something else dont care telling whats wrong fact dont care tell emergency line ambulances thats 999s job services diabolical wish could leave doctors wonderful run outdated local surgeries give full access nhs app livi messaging service cant implemented probably could changed catchment area reduced surgery size,negative
filling long survey set appointment easy process gets confusing review check following last appointment idea press,negative
’ consultation yet supplying blood pressure figures blood urine samples taken question asked review consultation consultation typical administrative attention detail practice provides,negative
huge change access walm lane gps zero zilch nil nada pas de consultation patients treated utter contempt get face face appointment sent place people like non car driver trouble using public transport due illness told new site seek help unacceptable inaccessible places bottom line consultation,negative
sure gp services days option book online anymore seen doctor maybe 5 years recently blood test blood pressure routine test asked record blood pressure daily hand high blood pressure 2 weeks ive heard nothing need see gp reasons hoping make getting appointment bit easier seem case,negative
morning 27th august 840am called gp recently got registered gentleman picked phone ’ tell name carried conversation enquired dentistry recommendation gp person talking okay started conversation kept asking questions getting frustrated end call hang face soon said thank without acknowledgment ’ expect registered gp like patients would make official complaint unregister gp,negative
unfortunately ’ first bad experience ’ gp last occasion called make appointment 5 year old son fever week moment gp called back female tone like bothered lack interest vague information given attitude understand go stuff line work patients call get help feel like bothering simple things like tone attitude gives nhs bad name actually job well ’ patient constantly friendly ’ decided start putting complaints bad outweighs good far,negative
’ get phone get appointments gone call 111 got appointment every single time need call drs ’ extremely stressful experience make 3 calls approx 45m get appointment struggling understand take new patients current patients ’ see dr 070324 1 gp working day okand appointment 30m late changed appointment system without consultation information given us say changed system since changed system release appointments 8am become even difficult get appointments genuinely ’ think ’ get worse would appreciate talking someone said ’ quite baffling trying understand rationale new patients ’ provide good enough service existing patients,negative
tried get appointment nearly weeks phoned daily 8am told appointments available day receptionist helpful ended really bad chest infection seen doctor third week trying changing surgery,negative
unprofessional rude absolutely human friendly staff cant think always refer ‘ cant anything system ’ help job ’ able think someone ’ condition seems serious put first place joke disgusting behaviour lack respect always claiming working hard whenever chitchatting nothing answer need wait please patient etc ongoing skin problem face hands full blisters itchy spots since february gp march like 3 weeks begging get appointment gp told seems like something gave creme sure without examination condition problem ask beg blood test however told egypt dog could million things blood test taken see allergic like nuts… 😵‍💫 common sense condition getting better still new spots tried call ask referral dermatologist urgently condition could contagious 😷 go work spread something serious 😅 told want see referral dont get waste time could offer help condition sent pictures face hands looks like horror pictures tried call day appointment offered another day one day suitable work dont even try understanding want understand everything asked another one said nothing within month rude way told call 8830 11301200 get day next day tried call 11301200 8 morning work ’ chance hold line 30minutes told provide day appointment joke called today 820 got answer 945 told cant give appointment today gone really dont know go next dont get help like 23 weeks disgusting upsetting literally die,negative
tried explain reasonings review seems refuse let speak experience surgery gay woman would say travel anywhere else,negative
urgently need new antidepressant prescription ’ get one driq app indication restored website technical difficulties advised call 5 minutes recorded messages say many calls deal hang ’ know ’ supposed,negative
back forth practice since july condition every time go get give gel tablet doesnt help tests apparently clear next logical step 4 visits would scan determine internal causes private physio advice doctor great personal expense offered recommendation go back gp arrange scan doctor dismissed today prescribed yet tablets told come back still issue attend practice issue seek alternative treatment feel let feel like listened continue ignored external source recommended practice ignored would recommend going practice difficult obtain appointment personal experience difficult heard even obtain one,negative
blood test couple months ago results indicated second blood test neededdoctor advised follow test one month tried book blood test three weeks told time appointments phlebotomy sick doctor would engaged locum cover travel stafford stoke trent blood taken,negative
absolute rubbish interested patients ring opening time phone rings rings continually anywhere hour someone picks phone drops call immediately without word start staff beyond poor eventually get appointments option call back 1300 0800 following day rinse repeat interested helping went hospital something potentially nasty picked ct scan lazy staff surgery never update 111 app renders useless ask speak gp next steps news hospital wanted information book appointment never get easier meet celebrity get appointment shepperton medical practice avoid like plague im going ae everything utter joke establishment,negative
hello got telephone appointment booked 11dec2024 10001200pm didnt received phone calls next day booked 12dec2024 810am didnt received phone calls later got reminder appointment 13dec2024 1012pm dr important conversation doctor urinary incontinence didnt received phone calls another dr called 7pm conversation translator interpreter night respect,negative
daughter phoned 8am gp appointment gave symptoms receptionist told go pharmacist got taxi much pain told would see gp symptoms rang surgery 1158 told 30 queue press 1 leave number keep place queue ring back one rang back daughter single mum 3 4 yr old ae yesterday poorly left agony fever hiw right im disgusted soon well moving gps first time thing like beechfield happened look reviews evidence,negative
trusted routine appointment given reassurance might appears routine appointments made reach “ top list ” surgery could improve communication guaranteed waiting time routine appointments would give surgery targets work reassure patient seen within acceptable timeframe,negative
mother 90 poorly waited doctor whole day yesterday never showed sent nurse instead usless us today told doctor phone around 5 pm never called really couldnt care less made mistake registering penshurst gardens surgery willl need move another,negative
telephoning appointment told make contact via anima web based questionnaire may take several days respond enquiry suspected infection anima response came next day advice contact pharmacy mobility issues need someone take use taxi assumed pharmacy would received message gp issue wrong pharmacist said would need go back gp could issue medication without prescription telephoned gp practice explained told id need complete another anima protested eventually receptionist posted anima behalf didnt actually speak doctor posted another anima anima responded directly 2 days later appointment see gp next day endless complaints waiting room anima obviously listened anima continues basic courtesy actually speaking someone anyone practice perfectly nice shambles system,negative
practice taking new patients come even close providing basic care already impossible obtain appointment even actually asked make one need present 8am door hope get ‘ something ’ following week maybe course none us work sit bed waiting privilege going surgery try get appointment practice unfit purpose certainly manage new patients ’ care ones,negative
went day like normal never ever help doctor actually laughed face put hand said want us felt like wanted leave made feel uncomfortable,negative
moved another local practice completed econsult promised response end following day 5 days passed despite triggering reminder messages every day ive heard nothing thought doc town centre would convenient doesnt matter dont bother responding patients needs presumably taking patients get paid registered dont bother joining,negative
anima health service disjointed unable simple tasks like imput patients date birth tells attend hospital rather contact doctor fear local hospital trying get help hard,negative
sent shelly manor minor consolation waited 3 week first time practice beening holdenhurst road 40 yearsi enquired reception covidflu injection work carer care home receptionist able give appointment injections saying get injection work 20 years care never injection work know,negative
cant make appointment dont want speak call dont think know youre rude abrupt unhelpful referred corby urgent care centre seen straight away pleasant professional staff,negative
extremely poor womens health appointment gp hoping discuss hrt discussion surrounding symptoms stated walked want hrt suggest tell symptoms discussion regarding nature medication side effects told read instructions queried take waited month appointment completely inadequate luckily nurse access information need independently however sympathise patients unable gp showed interest lacked empathy shockingly poor consultation manner,negative
emergency health issue finally able receive emergency appointment gp however appointment today 1110am waited call 1230pm receive call hence requested call delayed 2pm due work meeting received call emergency gp 420pm explained medical issue second issue gp want listen told contact surgery book appointment tried explaining emergency hear gp refused ended call saying emergency duty doctor also suggested call receptionist advance appointments available call ended tried calling reception staff one answers phone surgery phone 56 mins starting 9th queue gave 2nd queue travelled br2 area surgery quicker appointments available next two weeks told one staff answering phones today receptionist pointed another staff saw answering something else let phone ring even proved call still queue staff bothered wonder patients ignored left angry upset feel practice show empathy care towards patients doctors want patients come phone asap even though within 10 mins appointment time please look care quality requirements nhs give us help guidance towards medical condition needs call every day ask appointment please understand patients already waiting several weeks beforehand receive appointment due lack appointments availability problems become emergency please divert us another service know ending back practice stop using tactics push us away another weeks wait another 2 weeks health may determinate gp heard say could prescription within days could feeling better way communicate practice hence writing review really hope take serious consideration way operate appointments gps reception services told contact nhs 111 said wait another 2 weeks know unable refer advice return practice seriously hope surgery improves,negative
long term disabled patient specific communication needs partner also disabled weve completed communication needs form standard form surgery hasnt updated years doesnt reflect patients need weve emailed one gets back handed letters asked able email reception says cant surgery doesnt even use relay one us use help need audio record appointments cant write notes like patients legally allowed wont agree often come away appointment unable remember said advised hospitals dont problem patients gp told often nowhere patient records record needs means cant communicate surgery cant communicate usthe laws say plan disabled patients make individual adjustments like email like relay like audio recordingtalk reception managers problems say policy offensive law weve come believe phrase used anything everything instead saying dont know find make better good enough especially managers senior gps large well resourced surgery everyone reception senior drs need urgent training disability need urgent updated accessibility form hard need urgent amendment records system say patients communicate running thread review site patients protected characteristics disability unable get hold surgery totally based phone systems becausewhoever installed systems clear disabled unable way think deliberate keep call complex patients away see equality act says say staff dont get decide needs disabled people theres point complaining one even understands problem sorry wasnt good enough covid covid dont want cut gp system consequently rest nhs longer weve asked change many times ridiculous,negative
wife called book appointment running antibiotics treat ovarian cyst needed referral urgent ultrasound referred ae doctor doctor refused meet person pointed concerned running antibiotics instead told go back ae much pain socked lack professionalism empathy result arrange register different practice,negative
called 806 hands free cos ’ school time told appointments call 230 knowing situation occur advised 111 mental health support option explained would need pescription 111 would refer back gp called 111 got mental crisis department crisis waste valuable resources told would refered family matters already referred policewhich explained regards pescription anti depression medication would contact gp call gp explain told u call 8am 230 appointment tried book pre bookable appointment first could offered 13th april telephone appointment open timescales point day,negative
called morning ongoing medical issue worsened called first thing morning appointments apart one afternoon couldnt book one call back 11 get call case someone else called called 111 ended ae instead kind ridiculous system ring later day book appointments already open case people need im already phone im sat ae waiting hours wasting full work day receptionist wouldnt allow appointment said free ridiculous system absolutely zero empathy receptionist,negative
zero respect patient zero interest improve things superior attitude time reception team every appointment needs done anima working minutes every day staff refuses make phone appoinments unless free 8 sharp morning also sick quick phone laptop rat race wont get help easily surgery youll told call 111 surprisesurprise 111 ask call surgery back surgery might simply tell youll get call back point wouldnt recommend surgery anyone,negative
never give u appointments u call receptionists rude doctors ’ take seriously u see ongoing problems ’ thinking changing gp honest,negative
main doctor gp rude take symptom seriously want give medication asking advice told google instead unprofessional care childrens wellfare,negative
gp called regarding query happens ’ found ’ pregnant 5 years trying might add incredibly dismissive accusatory tone asked refer early antenatal care requested gynaecology thornbury said ’ understand consultant wanted sloan medical centre early refer despite explaining ’ fertility treatment considered high risk continued speak rude dismissive tone firm referred next available obstetrician exact words consultant point agreed write letter referring ’ surgery since infant missed lifelong gp passed away recently incredibly appointment would overjoyed hearing pregnancy many years struggle ’ helpful laid happened next already vulnerable emotional individual even give name made feel asking much ridiculous something women colour often face none wiser next steps pregnancy healthcare informed ’ write letter disappointed feel let vulnerable gp practice,negative
phoned make appointment nurse dressing changed mayor operation told surgery ’ nurses offer nurse services surgery thousands patients nurses services ’ absolutely ridiculous told go local minor injury centre may,negative
rung morning looking information regarding long ongoing issue absolutely interest receptionist help ’ wait untill 11am really poor practise people work certain times ring make appointments ask telephone consultation online service use either nothing help appointments main point receptionist practise help seems overlooked especially case rude performance leave line ’ really want talk,negative
parents 80s unfortunately gp system getting appointment beyond nightmare way either ring 8am sharp left holding least 830am 9am appointments closed til next day need ring 8am online service say opens 8am shuts 9am yesterday tried 8am onwards couldnt send message behalf mum needed drs appointment said outside core opening times option mum get queue outside practice 8am would need get early theres usually long pavement full sick elderly people hoping appointment turned away 9am close doors telephone appointment requests following day truly shocking shambolic way treat elderly people trying find parents better gp practice go,negative
rang gp 8am morning happy get first time ringing connected answer machine advised no30 queuegot number19 decided go person surgery left phone hands free drove advised appointments left 820 still hanging phone waiting answeredthe receptionist apologised said one answering calls ring back tomorrow happy,negative
went today baby 2 years old review health visitor apotiment happend 130 one aware apotiment even showing proof messeges appointment date time health visitor eventually take us wasnt happy becouse apparently finishing today already went baby seating eating grapes make yo work said need weight need measure himeven child settled didnt help bit zero advise anything even asking questions said fine hes weight right thats matters completely terrible experience hope great time get advises end work feeling unwelcome glad changing gp practice soon becouse staff joke,negative
following econsultation 2weeks gp told phone practice book appointment hca called 1115 number 10 cue opted call back would keep place cue hour called different number number 4 cue decided wait 20 minutes answered explained needed book appointment hca told ’ wait another week answering questions need appointment asked speak practice manger surprise ’ answering phone practice needs total shake dare say get usual copy paste reply sorry call speak someone possible,negative
want acknowledge immense pressure staff wellside surgery fully appreciate challenges working understaffed underresourced environment underestimate difficulty roles however despite pressures expect treated courtesy respect unfortunately interactions reception staff week—particularly today—left feeling belittled dismissed called enquire appointment clarify difference socalled routine appointment securing one 800 rush met tone felt offhand patronising times passiveaggressive understand appointment availability beyond staff ’ control way information communicated made experience far distressing necessary example expressed understand process asked clarification met response felt dismissive also passiveaggressive words tone staff member ultimately said im going end call despite knowing feeling fragile appreciate staff may time pressure manner said made feel like nuisance rather patient seeking support difficult message still delivered empathy case lack care left feeling powerless unheard—something never happen interacting healthcare provider someone educated articulate experienced professional settings found interaction disheartening felt way imagine much distressing might vulnerable individuals rely service strongly urge reception team wellside reflect communicate patients particularly delivering difficult messages professionalism kindness empathy cost nothing make world difference seeking care sincerely hope see improvement future interactions,negative
picked 4year old grandson school squiggy toy exploded sending contents onto face eyes distressed ran doctors road explained asked could seen worried ’ see appointment nurse available told take hospital ’ disgusted glad medical practice 5 star caring professionals every respect nhs frankly emergency one would expected child ’ eyesight would paramount service needs serious review 😤,negative
registered belmont hill surgery ten yearsit goodbut dont know happendthe reception areais coldand disinterestedempty sadno enthusiasum told appti never reminderand never made apptto knowl dgei constantly requestmy prescriptionit never goes thru belmont pharmacyand call dris randomand never get backto himto follow upas appt takes everthere enthusiasmand service poorit great beforenow disappointing,negative
tried get appointment use phone system im really unwell press 1 message phone lines extremely busy please try later cut never get appointment,negative
called today book appointment 2 weeks time heart attack last week hospital 7days today needed book follow appointment also diabetes review diagnosed whilst hospital told would get message link book 3 hours later get call back questioning need appointment need one reasons already stated difficult see doctor cant book appointment calling surgery getting appointment whoever decided new system better utter idiot patient 17 years always thought practice best ever used im even sure best ironbridge,negative
left centre feeling bit shocked spoken understand businesses people seen order priority went 5pm understood turned away told come next morning close 8 however issue said practitioner ’ busy fix issue understand fault given unprofessional response uni student ’ scheduled 95 monday friday also work 25 sometimes 30 hours week pay bills health taken lesser priority ’ attempted tried get gp appointments ’ fit response got told problem taking authority life reason ’ anything today found bit shocking medical field someone could make blunt judgment say rude manner without knowing anything think nicer ways saying situations different comment could really upset someone,negative
tried eight times get appointment practice time get told things like well release appointments 1200 monday youll call back call back inevitably call queue end queue sorry dont appointments youll need call back different day weve released appointments im sure practice appears good statistics short waiting time reality getting appointment takes weeks time dont appear statistic waiting appointment medical staff great im looking new gp actually get seen,negative
number appointments ongoing issue within follow emphasis placed contraception far appointment supposed explaining reasoning wanting contraception felt though coerced scared form contraception feel though treated like misinformed teenager opposed rather well informed adult witnessed many failings visits surgery including dissatisfied distresses patients listened notes often recorded incorrectly due complete waste time,negative
called make appointment first thing morning ’ set bar high expecting appointments left ’ ’ expecting “ grilled ” rather abrupt call handler constantly requesting details wrong wanted see doctor thought behaviour changed dr ’ receptionists ’ stop asking even telling ’ something wanted discuss receptionist medical matter needed speak dr really disappointing first contact using surgery hence leaving review “ ” leaving surgery another,negative
ring get told problem ’ serious enough get appointment go ae… receptionist know problem serious told felt lump throat wanted get checked worrying me… ring doctors ’ really serious ’ nothing done today rang advised problems breathingchest days told go ae walk centre advise us ring concern get fobbed asked hours apparently also booked know ’ always tell truth previously told thing kept insisting given appointment appointments available decide give depending seriousness receptionists know ’ serious ’ something possibility becoming serious future take responsibility disappointed point registered surgery close home ’ get appointment travel get checked… something really needs looked ’ know receptionists know speaking phone problem serious difficulty breathing ’ ’ something doctors ’ look into… also first queue 5 minutes someone decide pick phone work disconnected call many times reason,negative
great appointment nurse quick injection painless waiting around waiting room checked called almost immediately,negative
got discharged hospital called discuss medication added prescription far make two phone calls chase remaining medication,negative
4days trying get appointments fobbed told try tomorrow ring 111 explained would like seen surgery told system takes first 50 calls appts 41 still appts left make sense ridiculous surgery able offer another appt another drs surgery weekend able book northbrook suggested patient rang twice surgery able offer book appts next day system working,negative
practise unfortunately people opt attending ae never appointments available even pre booking practice definately small accommodate area covers time get one problem discuss yet allowed discuss one bad,negative
’ registered 25 years never able get gp appointment tried 3 times always go 111 route lady phone awful ’ patronising gets annoyed knowing processes call asks ’ still annoyed talks think lot pressure like gp surgeries ’ help get medical helpwhat next turn away ’,negative
partner lot lower back hips struggles basic activities family history cancer deeply concerning surgery receptionist offered phone call doctor 2 weeks process changing doctorssurgery,negative
totally nightmare trying complete consult kept telling phone surgery told fill e consult eventually someone agree line want speak dr possibly blood test,negative
’ even get appointment says gp opens 0800 one answer rude lady reception,negative
unfortunately found gp today practice rude highly dismissive pain hoped better treatment 2024 even though healthy weight would rather tell lose instead look root cause,negative
used new anima get appointment got one next day tuesdayat hub harbour fields excellent service told need urgent chest xray told hadnt heard higham ferrers surgery 2 days chase two days went h f surgery found referral request file nobody acted went back next day find still nobody taken action receptionist said would take admin would get call doctor true word doctor phoned within hour told provide sputum sample contacted xray department contact provided sample straight away waited call xray department friday heard nothing everythingbeing urgent wait monday one week contacted xray department said tried contact friday unable didnt missed call phone xray department told sent letter giving appointment 19 days said urgent reply normal waiting time urgent asked would like earlier appointment said yes please could go day time enquired anytime apart lunch time went straight away found people receptionist radiographer absolute joke tried contact would known appears sections n h least dont thought patients,negative
reqiested see doctor due medical emergency phoned everyday 10 oxlock 2 weeks told phone back tommorow appoinments,negative
supposed physio appointment morning took half day work arrive find cancelled appointment without letting know plus ’ rebook said call even though physically rebook unhelpful members staff looked like ’ care less tbh disappointed,negative
unable get medication ran dropped script tuesday ready friday returned saturday still signed gp apparently could take prescription elsewhere get pudding pie lane practice walk ridiculous especially place looked shut friday blinds nobody,negative
method contacting surgery phone email econsult option econsult shown website referred answerphone work telephone wait endless thats even get queue sometimes line goes dead queue full 21 minutes ago caller number 9 caller number 6 3 calls answered 20 minutes expect hold another 40 minutes rate,negative
went surgery pick form blood test 1345 monday 3rd july one receptionist phone waited waited looked carried talking completely ignored shouted said anyone else lovely helpful woman comes room gave form rude receptionist comes phone said nothingthere customer service surgery,negative
used able see doctor covid call every day 8am cant get get appointment nearly impossible seem taken advantage covid restrict access staff reception best awful trying get help 8am well working kids impossible whole approach gone backwards geared around system patient,negative
contacted 0203 reply needed appointment wait one become available 3 weeks seems could waiting 1 day 1 year appointment never problem practice merged dont even know doctors practice theres personalisationsad times,negative
moving weekly prescriptions 8 years ago issue almost half time new folly submitting prescriptions local pharmacy 5 year period approximately 260 weekly prescriptions prescriptions diligent enough take time day pick up… yet least 50 time issue ie missing medications failure gp submit details pharmacy needs first place important medications missing lead hospital admission told calling follow “ patients meant submit weekly requests ” 8 years never submit requests pharmacy blame gp gp blame pharmacy lack ownership resolving problem shocking would recommend hope residents similar position means find alternative gp take care prescriptions,negative
reception problem every solution ’ even change address gp ’ really connected surgery tell referral disappear one knows trying get copies letters insurance painful process trying get access record test results etc painful,negative
tried contact surgery advice morning held hour told appts left phone back monday ask 111 phoned 111 told book blood test ecg advice held long time gave tried later even longer wait time 7 queue never moved gave tried later time even longer wait gave altogether whatever going luckily urgent upsetting transport would come person could message saying problem,negative
contacted surgery morning regarding ‘ personal problem ’ doctor told come afternoon soon later rang back told go instead gum clinic st helier hospital walkin clinic went … walkin clinic one since covid three years would thought doctor would aware eventually got tests done efficiently rang surgery get results given appointment time … guess call back appointed time waited hour calling back informed doctor different one cancelled appointment without informing would call back afternoon thanks letting know eventually spoke third doctor excellent even agreed face face appointment surgery one three probably best expect,negative
called doctors never get slot online advise spoke receptionist regarding issue advised date time call back seems misheard thought week called fact waiting call rang see still getting call told another 2 weeks call means receive call doctor would take 2 minutes wait 3 weeks surely right dont need sit appointment 2 minute call shocked,negative
results follow abdominal ultrasound got informed ’ issue liver start may ’ near end june ’ chase speak gp regarding follow treatment spoke gp today interest say informed still waiting gastro team respond prepared recheck liver function book cholesterol check despite issue liver immediate family liver conditions obviously quite concern feel like took seriously still closer ’ happening liver appreciate delays even give reassurance gp refuse bloods mean time appalling really disappointed practice,negative
1 getting appointment difficult 2 never see anyone regular knows 3 referred chemist much 4 quality gp advice poor 5 send extra reminders via text day appointment problem forget appointments due conditions,negative
two appointments euston clinic one emergency gp appointment arranged gp nurse due 24 hour blood pressure monitor arrived took taxi home high blood pressure headaches dizziness nausea brain fog vision problems 19 minutes late emergency gp appointment feeling unwell soon got reception told reschedule emergency urgent gp appointment one receptionists unpleasant didnt even ask late sympathy interest patients sadly arrogant asked receptionist ask gp would kind see went somewhere inside came back say reschedule emergency urgent appointment gp arranged reschedule like normal appointment rash flu emergency urgent appointment fit purpose received urgently understanding patients clinic empty 30 minutes wait second appointment nurse second appointment nurse 24hour blood pressure monitor electrocardiogram already booked appointment nurse last friday since dont give patients 24hour blood pressure monitor fridays go back wasnt informed 24hour blood pressure monitor service unavailable fridays otherwise wouldnt booked appointment friday go back twice purpose blood pressure 170118 talking beginning blood pressure would little lower much also low cortisol 100 nmoll last cortisol 49nmoll 947am lowers blood pressure would mean blood pressure would normally really extremely high receptionist judging appearance doesnt show dizzy confused doesnt show whats inside bad feel nurse nice didnt ask okay could walk safely see properly never go emergency urgent gp appointment understand patient come leisure made every effort come appointment feeling unwell,negative
